AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,lad16nm,text,easting,northing,long,lat
100208352016,2016-09-24,Sep,Sat,12,Pedestrian,Serious,Daylight,Male,11-15,Bolton,At 12:30 on Saturday 24 September 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,372471,405893,-2.416953548331404,53.54894253240064
100208392016,2016-09-22,Sep,Thurs,11,Powered 2 Wheeler,Slight,Daylight,Male,56-65,Bolton,At 11:35 on Thursday 22 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,365341,407215,-2.524705985910597,53.560400826719594
100209242016,2016-09-22,Sep,Thurs,15,Pedestrian,Slight,Daylight,Male,11-15,Bolton,At 15:10 on Thursday 22 September 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373942,410576,-2.395145454737379,53.591109118185855
100210352016,2016-09-23,Sep,Fri,16,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 16:20 on Friday 23 September 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,374568,409167,-2.385573006438537,53.57847580006381
100211012016,2016-09-29,Sep,Thurs,16,Car,Slight,Dark,Male,26-35,Bolton,At 16:15 on Thursday 29 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,368600,407351,-2.475521697850462,53.56182899327718
100211592016,2016-09-30,Sep,Fri,18,Pedestrian,Serious,Daylight,Male,56-65,Bolton,At 18:30 on Friday 30 September 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,372978,405898,-2.40930227945269,53.549013919670884
100211742016,2016-09-29,Sep,Thurs,19,Car,Slight,Dark,Female,21-25,Bolton,At 19:30 on Thursday 29 September 2016 a slight collision occured involving 5 vehicle(s) and  1 casualtie(s).,375537,403723,-2.3705104895323297,53.529590692713896
100211742016,2016-09-29,Sep,Thurs,19,Car,Slight,Dark,Female,16-20,Bolton,At 19:30 on Thursday 29 September 2016 a slight collision occured involving 5 vehicle(s) and  2 casualtie(s).,375537,403723,-2.3705104895323297,53.529590692713896
100211792016,2016-09-30,Sep,Fri,8,Pedestrian,Slight,Daylight,Female,11-15,Bolton,At 08:46 on Friday 30 September 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372990,412836,-2.409724102687874,53.61137365907056
100212582016,2016-10-12,Oct,Wed,1,Car,Fatal,Dark,Male,21-25,Bolton,At 01:54 on Wednesday 12 October 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,363761,411276,-2.54903044391054,53.59679352522995
100212582016,2016-10-12,Oct,Wed,1,Car,Serious,Dark,Female,21-25,Bolton,At 01:54 on Wednesday 12 October 2016 a serious collision occured involving 1 vehicle(s) and  2 casualtie(s).,363761,411276,-2.54903044391054,53.59679352522995
100212642016,2016-10-02,Oct,Sun,15,Car,Slight,Daylight,Female,46-55,Bolton,At 15:30 on Sunday 02 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371267,410647,-2.43556352002692,53.591606904424815
100212642016,2016-10-02,Oct,Sun,15,Car,Slight,Daylight,Male,56-65,Bolton,At 15:30 on Sunday 02 October 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371267,410647,-2.43556352002692,53.591606904424815
100213612016,2016-10-07,Oct,Fri,15,Goods Vehicle,Slight,Daylight,Male,26-35,Bolton,At 15:01 on Friday 07 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369018,406208,-2.4690976130216624,53.551580621879864
100213872016,2016-10-03,Oct,Mon,14,Bus or Coach,Slight,Daylight,Male,Over 75,Bolton,At 14:30 on Monday 03 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,363968,411597,-2.545940123150242,53.59969293979269
100214522016,2016-09-30,Sep,Fri,8,Car,Slight,Daylight,Female,21-25,Bolton,At 08:35 on Friday 30 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372936,410358,-2.4103242458779732,53.58909854029943
100215272016,2016-09-10,Sep,Sat,15,Car,Slight,Daylight,Female,26-35,Bolton,At 15:46 on Saturday 10 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371067,410011,-2.4385257535236184,53.58587948881869
100215362016,2016-10-09,Oct,Sun,8,Car,Slight,Daylight,Male,46-55,Bolton,At 08:05 on Sunday 09 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371511,411142,-2.4319227451835976,53.5960693372464
100215362016,2016-10-09,Oct,Sun,8,Car,Slight,Daylight,Female,21-25,Bolton,At 08:05 on Sunday 09 October 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371511,411142,-2.4319227451835976,53.5960693372464
100215412016,2016-10-10,Oct,Mon,10,Powered 2 Wheeler,Slight,Dark,Male,26-35,Bolton,At 10:40 on Monday 10 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369404,409345,-2.4635801196128626,53.579798733615426
100215412016,2016-10-10,Oct,Mon,10,Powered 2 Wheeler,Slight,Dark,Male,26-35,Bolton,At 10:40 on Monday 10 October 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,369404,409345,-2.4635801196128626,53.579798733615426
100215912016,2016-10-05,Oct,Wed,16,Pedestrian,Serious,Daylight,Male,0-5,Bolton,At 16:25 on Wednesday 05 October 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371854,410952,-2.4267231832964935,53.59438021949969
100217402016,2016-10-08,Oct,Sat,13,Pedestrian,Slight,Daylight,Female,0-5,Bolton,At 13:00 on Saturday 08 October 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,365061,405382,-2.5287273409314523,53.54390730208378
100217442016,2016-10-10,Oct,Mon,8,Powered 2 Wheeler,Slight,Daylight,Male,16-20,Bolton,At 08:45 on Monday 10 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,368842,409345,-2.4720679954951623,53.57976552612924
100217662016,2016-10-10,Oct,Mon,12,Powered 2 Wheeler,Slight,Daylight,Male,21-25,Bolton,At 12:57 on Monday 10 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372720,407622,-2.413347149014328,53.56449598163028
100218292016,2016-10-11,Oct,Tues,8,Pedal Cycle,Slight,Daylight,Male,46-55,Bolton,At 08:00 on Tuesday 11 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374716,405133,-2.383009943096663,53.54222494109524
100219042016,2016-10-10,Oct,Mon,7,Car,Slight,Daylight,Male,46-55,Bolton,At 07:20 on Monday 10 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,375450,404712,-2.371900846665373,53.5384759105242
100219532016,2016-10-20,Oct,Thurs,14,Car,Slight,Daylight,Male,Over 75,Bolton,At 14:38 on Thursday 20 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374568,405222,-2.3852504975620024,53.54301770736278
100219532016,2016-10-20,Oct,Thurs,14,Car,Slight,Daylight,Female,Over 75,Bolton,At 14:38 on Thursday 20 October 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,374568,405222,-2.3852504975620024,53.54301770736278
100219532016,2016-10-20,Oct,Thurs,14,Car,Slight,Daylight,Female,56-65,Bolton,At 14:38 on Thursday 20 October 2016 a slight collision occured involving 2 vehicle(s) and  4 casualtie(s).,374568,405222,-2.3852504975620024,53.54301770736278
100219532016,2016-10-20,Oct,Thurs,14,Car,Slight,Daylight,Male,66-75,Bolton,At 14:38 on Thursday 20 October 2016 a slight collision occured involving 2 vehicle(s) and  5 casualtie(s).,374568,405222,-2.3852504975620024,53.54301770736278
100219532016,2016-10-20,Oct,Thurs,14,Car,Slight,Daylight,Male,Over 75,Bolton,At 14:38 on Thursday 20 October 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,374568,405222,-2.3852504975620024,53.54301770736278
100220652016,2016-10-28,Oct,Fri,19,Powered 2 Wheeler,Serious,Dark,Male,26-35,Bolton,At 19:33 on Friday 28 October 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,372827,405467,-2.4115435875365794,53.54513222231623
100220892016,2016-10-17,Oct,Mon,11,Car,Slight,Daylight,Male,46-55,Bolton,At 11:09 on Monday 17 October 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,374242,410946,-2.3906439961590484,53.59444958924334
100220892016,2016-10-17,Oct,Mon,11,Car,Serious,Daylight,Female,66-75,Bolton,At 11:09 on Monday 17 October 2016 a serious collision occured involving 3 vehicle(s) and  2 casualtie(s).,374242,410946,-2.3906439961590484,53.59444958924334
100220922016,2016-10-21,Oct,Fri,15,Pedestrian,Slight,Daylight,Female,6-10,Bolton,At 15:45 on Friday 21 October 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,375001,408836,-2.3790069156696325,53.57552165207001
100222382016,2016-11-03,Nov,Thurs,2,Car,Slight,Dark,Male,21-25,Bolton,At 02:39 on Thursday 03 November 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,373192,410490,-2.406468393055155,53.59029816948883
100222382016,2016-11-03,Nov,Thurs,2,Taxi,Slight,Dark,Male,46-55,Bolton,At 02:39 on Thursday 03 November 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,373192,410490,-2.406468393055155,53.59029816948883
100222452016,2016-10-15,Oct,Sat,9,Car,Slight,Daylight,Female,36-45,Bolton,At 09:48 on Saturday 15 October 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372299,408864,-2.419813868927159,53.57563700369512
100222452016,2016-10-15,Oct,Sat,9,Car,Slight,Daylight,Male,36-45,Bolton,At 09:48 on Saturday 15 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372299,408864,-2.419813868927159,53.57563700369512
100222652016,2016-10-18,Oct,Tues,12,Pedestrian,Slight,Daylight,Female,46-55,Bolton,At 12:00 on Tuesday 18 October 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373986,409730,-2.394409889294693,53.583507414232045
100222732016,2016-10-25,Oct,Tues,16,Car,Slight,Daylight,Male,46-55,Bolton,At 16:10 on Tuesday 25 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372385,408740,-2.4185041180427858,53.57452703839973
100224912016,2016-10-11,Oct,Tues,7,Pedestrian,Slight,Dark,Male,11-15,Bolton,At 07:44 on Tuesday 11 October 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,374035,409424,-2.3936442002731626,53.580759504315246
100224932016,2016-10-20,Oct,Thurs,13,Car,Slight,Daylight,Male,46-55,Bolton,At 13:35 on Thursday 20 October 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,371285,409198,-2.4351577133185303,53.578584258192315
100224932016,2016-10-20,Oct,Thurs,13,Car,Slight,Daylight,Female,36-45,Bolton,At 13:35 on Thursday 20 October 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,371285,409198,-2.4351577133185303,53.578584258192315
100224932016,2016-10-20,Oct,Thurs,13,Car,Slight,Daylight,Female,21-25,Bolton,At 13:35 on Thursday 20 October 2016 a slight collision occured involving 4 vehicle(s) and  3 casualtie(s).,371285,409198,-2.4351577133185303,53.578584258192315
100224982016,2016-11-05,Nov,Sat,18,Powered 2 Wheeler,Slight,Dark,Male,26-35,Bolton,At 18:35 on Saturday 05 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374530,409902,-2.3862071608024413,53.58508018455248
100225902016,2016-11-03,Nov,Thurs,1,Car,Slight,Dark,Male,21-25,Bolton,At 01:40 on Thursday 03 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372715,408954,-2.4135394965135197,53.576467822131455
100226022016,2016-11-05,Nov,Sat,0,Car,Slight,Dark,Male,56-65,Bolton,At 00:30 on Saturday 05 November 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371706,411685,-2.429025991803168,53.60096042774888
100226142016,2016-11-03,Nov,Thurs,16,Pedestrian,Slight,Dark,Female,21-25,Bolton,At 16:55 on Thursday 03 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371427,412148,-2.4332844642436697,53.60510667057093
100226362016,2016-10-21,Oct,Fri,20,Car,Slight,Dark,Female,11-15,Bolton,At 20:32 on Friday 21 October 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370692,407935,-2.4439945561320937,53.5671994543879
100227092016,2016-11-07,Nov,Mon,17,Pedal Cycle,Slight,Dark,Male,56-65,Bolton,At 17:45 on Monday 07 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,375231,407456,-2.3754235924260474,53.56312902492549
100227232016,2016-11-05,Nov,Sat,10,Car,Slight,Daylight,Male,21-25,Bolton,At 10:54 on Saturday 05 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371253,410657,-2.4357759470448843,53.591696013963535
100227252016,2016-10-01,Oct,Sat,13,Pedestrian,Slight,Daylight,Female,6-10,Bolton,At 13:30 on Saturday 01 October 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370847,408031,-2.4416632753686023,53.568070973919944
100227292016,2016-11-02,Nov,Wed,9,Car,Slight,Daylight,Female,21-25,Bolton,At 09:27 on Wednesday 02 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372974,411445,-2.4098447988183573,53.598870500366
100227292016,2016-11-02,Nov,Wed,9,Car,Slight,Daylight,Female,26-35,Bolton,At 09:27 on Wednesday 02 November 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372974,411445,-2.4098447988183573,53.598870500366
100227322016,2016-11-05,Nov,Sat,12,Pedal Cycle,Slight,Daylight,Male,46-55,Bolton,At 12:52 on Saturday 05 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,365076,410213,-2.5290428274971073,53.58732895736891
100227342016,2016-10-30,Oct,Sun,15,Pedal Cycle,Serious,Daylight,Female,21-25,Bolton,At 15:45 on Sunday 30 October 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,365147,409593,-2.52790085830184,53.58176120188898
100227962016,2016-10-22,Oct,Sat,14,Pedestrian,Slight,Dark,Male,66-75,Bolton,At 14:14 on Saturday 22 October 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372554,407869,-2.4158751485010215,53.56670734298684
100227972016,2016-11-05,Nov,Sat,7,Goods Vehicle,Slight,Dark,Female,46-55,Bolton,At 07:24 on Saturday 05 November 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,369985,405576,-2.454441827157999,53.545956558033026
100227972016,2016-11-05,Nov,Sat,7,Goods Vehicle,Slight,Dark,Female,66-75,Bolton,At 07:24 on Saturday 05 November 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,369985,405576,-2.454441827157999,53.545956558033026
100228652016,2016-11-02,Nov,Wed,8,Powered 2 Wheeler,Serious,Daylight,Male,46-55,Bolton,At 08:10 on Wednesday 02 November 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,375153,404909,-2.376397834372883,53.54023254680584
100229302016,2016-11-08,Nov,Tues,19,Car,Slight,Dark,Male,36-45,Bolton,At 19:00 on Tuesday 08 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,365204,405783,-2.526614218094807,53.54752099752843
100229642016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Male,26-35,Bolton,At 19:56 on Wednesday 09 November 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,372465,408606,-2.4172841552621254,53.57332686168242
100229642016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Female,21-25,Bolton,At 19:56 on Wednesday 09 November 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,372465,408606,-2.4172841552621254,53.57332686168242
100229642016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Male,26-35,Bolton,At 19:56 on Wednesday 09 November 2016 a slight collision occured involving 3 vehicle(s) and  4 casualtie(s).,372465,408606,-2.4172841552621254,53.57332686168242
100229642016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Male,26-35,Bolton,At 19:56 on Wednesday 09 November 2016 a slight collision occured involving 3 vehicle(s) and  3 casualtie(s).,372465,408606,-2.4172841552621254,53.57332686168242
100229642016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Female,26-35,Bolton,At 19:56 on Wednesday 09 November 2016 a slight collision occured involving 3 vehicle(s) and  5 casualtie(s).,372465,408606,-2.4172841552621254,53.57332686168242
100229702016,2016-11-08,Nov,Tues,17,Pedestrian,Slight,Dark,Female,21-25,Bolton,At 17:15 on Tuesday 08 November 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,374122,405656,-2.392016722906462,53.54689667061591
100229882016,2016-11-15,Nov,Tues,8,Car,Slight,Dark,Male,21-25,Bolton,At 08:28 on Tuesday 15 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373413,406285,-2.40277024078272,53.552514617583974
100229912016,2016-11-18,Nov,Fri,17,Pedestrian,Slight,Dark,Male,Over 75,Bolton,At 17:40 on Friday 18 November 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370633,410985,-2.4451734661421534,53.594609577402785
100229982016,2016-11-10,Nov,Thurs,12,Pedal Cycle,Serious,Dark,Male,26-35,Bolton,At 12:50 on Thursday 10 November 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,365835,404600,-2.5169619306976707,53.53692979425195
100230152016,2016-11-19,Nov,Sat,8,Car,Slight,Dark,Female,21-25,Bolton,At 08:40 on Saturday 19 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370469,405407,-2.4471217755411097,53.5444651214884
100230532016,2016-11-09,Nov,Wed,16,Pedestrian,Slight,Daylight,Male,56-65,Bolton,At 16:58 on Wednesday 09 November 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371461,411501,-2.4327111795004512,53.59929329877022
100230622016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Female,36-45,Bolton,At 19:09 on Wednesday 09 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373453,406420,-2.402178017514616,53.553730044326066
100230622016,2016-11-09,Nov,Wed,19,Car,Slight,Dark,Female,16-20,Bolton,At 19:09 on Wednesday 09 November 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,373453,406420,-2.402178017514616,53.553730044326066
100230712016,2016-11-15,Nov,Tues,17,Powered 2 Wheeler,Slight,Dark,Male,16-20,Bolton,At 17:30 on Tuesday 15 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373976,405360,-2.394195333561725,53.544228939110866
100230782016,2016-11-16,Nov,Wed,13,Car,Slight,Daylight,Male,46-55,Bolton,At 13:10 on Wednesday 16 November 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372778,407563,-2.412466323065096,53.563968709684026
