AREFNO,date,month,day,hour,mode,severity,light,sex,ageband,lad16nm,text,easting,northing,long,lat
100164572016,2016-06-11,Jun,Sat,15,Car,Slight,Daylight,Male,36-45,Bolton,At 15:22 on Saturday 11 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371302,405906,-2.4345973825168934,53.54899653300929
100165512016,2016-05-31,May,Tues,8,Car,Slight,Daylight,Male,36-45,Bolton,At 08:50 on Tuesday 31 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372447,411165,-2.417782867370529,53.5963263012887
100165982016,2016-06-01,Jun,Wed,19,Car,Slight,Daylight,Male,26-35,Bolton,At 19:30 on Wednesday 01 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373138,409849,-2.40722873864269,53.58453405657837
100166582016,2016-05-13,May,Fri,18,Car,Serious,Daylight,Male,46-55,Bolton,At 18:35 on Friday 13 May 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,372587,409286,-2.4155018170225464,53.579445153440936
100167002016,2016-05-22,May,Sun,22,Powered 2 Wheeler,Serious,Dark,Male,21-25,Bolton,At 22:18 on Sunday 22 May 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371378,408669,-2.433704477482603,53.573834692632076
100167002016,2016-05-22,May,Sun,22,Pedestrian,Serious,Dark,Female,16-20,Bolton,At 22:18 on Sunday 22 May 2016 a serious collision occured involving 1 vehicle(s) and  2 casualtie(s).,371378,408669,-2.433704477482603,53.573834692632076
100167572016,2016-05-04,May,Wed,21,Car,Slight,Dark,Male,36-45,Bolton,At 21:00 on Wednesday 04 May 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371805,408686,-2.427257915703246,53.574010705373105
100168262016,2016-06-04,Jun,Sat,18,Pedestrian,Slight,Daylight,Male,46-55,Bolton,At 18:50 on Saturday 04 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370278,408417,-2.4502913958249293,53.57150830444546
100168582016,2016-06-06,Jun,Mon,10,Pedestrian,Slight,Daylight,Male,36-45,Bolton,At 10:00 on Monday 06 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371436,409477,-2.4329028509317667,53.581100195661676
100168582016,2016-06-06,Jun,Mon,10,Pedestrian,Serious,Daylight,Male,36-45,Bolton,At 10:00 on Monday 06 June 2016 a serious collision occured involving 1 vehicle(s) and  2 casualtie(s).,371436,409477,-2.4329028509317667,53.581100195661676
100169522016,2016-06-10,Jun,Fri,22,Car,Serious,Dark,Female,26-35,Bolton,At 22:46 on Friday 10 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,370244,409445,-2.4509031535889756,53.58074604550997
100170222016,2016-06-19,Jun,Sun,1,Pedestrian,Serious,Dark,Male,26-35,Bolton,At 01:06 on Sunday 19 June 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371829,409298,-2.426950940644367,53.579512679951776
100170632016,2016-06-14,Jun,Tues,12,Car,Slight,Daylight,Female,36-45,Bolton,At 12:58 on Tuesday 14 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370369,408978,-2.448970732329032,53.576555749112245
100170632016,2016-06-14,Jun,Tues,12,Car,Slight,Daylight,Female,46-55,Bolton,At 12:58 on Tuesday 14 June 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,370369,408978,-2.448970732329032,53.576555749112245
100170632016,2016-06-14,Jun,Tues,12,Car,Slight,Daylight,Female,16-20,Bolton,At 12:58 on Tuesday 14 June 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,370369,408978,-2.448970732329032,53.576555749112245
100170742016,2016-06-19,Jun,Sun,17,Pedal Cycle,Slight,Daylight,Male,21-25,Bolton,At 17:00 on Sunday 19 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372867,405703,-2.4109605170772253,53.54725549172645
100171052016,2016-06-18,Jun,Sat,20,Car,Slight,Daylight,Female,26-35,Bolton,At 20:01 on Saturday 18 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371698,407471,-2.428763185222252,53.56308444031777
100171182016,2016-06-13,Jun,Mon,15,Car,Slight,Daylight,Female,36-45,Bolton,At 15:30 on Monday 13 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370592,407810,-2.445492597288275,53.56607033371111
100171182016,2016-06-13,Jun,Mon,15,Car,Slight,Daylight,Male,46-55,Bolton,At 15:30 on Monday 13 June 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,370592,407810,-2.445492597288275,53.56607033371111
100171772016,2016-06-20,Jun,Mon,8,Car,Slight,Daylight,Male,26-35,Bolton,At 08:00 on Monday 20 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,364413,407715,-2.538772129582852,53.564832480975056
100171872016,2016-06-18,Jun,Sat,13,Pedestrian,Serious,Daylight,Female,36-45,Bolton,At 13:15 on Saturday 18 June 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371523,409696,-2.4316089073089935,53.58307332330069
100172222016,2016-06-12,Jun,Sun,13,Car,Slight,Dark,Male,Over 75,Bolton,At 13:39 on Sunday 12 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,363811,411744,-2.54832949492965,53.60100330127735
100172262016,2016-06-16,Jun,Thurs,5,Pedal Cycle,Serious,Dark,Female,46-55,Bolton,At 05:43 on Thursday 16 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,375388,407444,-2.373052377305819,53.563028588045896
100172302016,2016-06-16,Jun,Thurs,14,Powered 2 Wheeler,Serious,Dark,Male,26-35,Bolton,At 14:18 on Thursday 16 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,370105,410140,-2.4530693559214614,53.58698476855676
100172452016,2016-06-14,Jun,Tues,11,Pedal Cycle,Serious,Daylight,Male,36-45,Bolton,At 11:45 on Tuesday 14 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,365372,407182,-2.5242343427102263,53.5601062776825
100173082016,2016-06-13,Jun,Mon,11,Pedestrian,Slight,Daylight,Male,11-15,Bolton,At 11:14 on Monday 13 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372859,411045,-2.411547473531625,53.59526932237027
100173142016,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Male,36-45,Bolton,At 14:45 on Monday 13 June 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,371760,407662,-2.4278444981264875,53.56480451269098
100173142016,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,36-45,Bolton,At 14:45 on Monday 13 June 2016 a slight collision occured involving 3 vehicle(s) and  2 casualtie(s).,371760,407662,-2.4278444981264875,53.56480451269098
100173142016,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,16-20,Bolton,At 14:45 on Monday 13 June 2016 a slight collision occured involving 3 vehicle(s) and  3 casualtie(s).,371760,407662,-2.4278444981264875,53.56480451269098
100173142016,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,16-20,Bolton,At 14:45 on Monday 13 June 2016 a slight collision occured involving 3 vehicle(s) and  4 casualtie(s).,371760,407662,-2.4278444981264875,53.56480451269098
100173142016,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,46-55,Bolton,At 14:45 on Monday 13 June 2016 a slight collision occured involving 3 vehicle(s) and  5 casualtie(s).,371760,407662,-2.4278444981264875,53.56480451269098
100173142016,2016-06-13,Jun,Mon,14,Car,Slight,Daylight,Female,21-25,Bolton,At 14:45 on Monday 13 June 2016 a slight collision occured involving 3 vehicle(s) and  6 casualtie(s).,371760,407662,-2.4278444981264875,53.56480451269098
100173282016,2016-06-06,Jun,Mon,18,Car,Slight,Daylight,Female,26-35,Bolton,At 18:18 on Monday 06 June 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,370392,409476,-2.448670807660489,53.58103308186026
100174222016,2016-07-04,Jul,Mon,3,Car,Fatal,Dark,Female,21-25,Bolton,At 03:25 on Monday 04 July 2016 a fatal collision occured involving 2 vehicle(s) and  1 casualtie(s).,369545,405706,-2.461094553737697,53.54709957474387
100174692016,2016-06-20,Jun,Mon,8,Car,Slight,Daylight,Female,26-35,Bolton,At 08:37 on Monday 20 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373463,405903,-2.401983010349827,53.549083701327795
100175292016,2016-06-23,Jun,Thurs,19,Car,Slight,Daylight,Female,36-45,Bolton,At 19:25 on Thursday 23 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,367057,406227,-2.4986967642695954,53.55163158655226
100175292016,2016-06-23,Jun,Thurs,19,Car,Slight,Daylight,Female,26-35,Bolton,At 19:25 on Thursday 23 June 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,367057,406227,-2.4986967642695954,53.55163158655226
100175482016,2016-07-05,Jul,Tues,19,Pedestrian,Serious,Daylight,Male,6-10,Bolton,At 19:11 on Tuesday 05 July 2016 a serious collision occured involving 3 vehicle(s) and  1 casualtie(s).,372718,411307,-2.413700807467508,53.597616834667626
100175632016,2016-06-27,Jun,Mon,8,Pedal Cycle,Slight,Daylight,Male,26-35,Bolton,At 08:48 on Monday 27 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,364270,409642,-2.541152275547514,53.58214240242731
100175712016,2016-06-27,Jun,Mon,13,Car,Slight,Daylight,Female,36-45,Bolton,At 13:22 on Monday 27 June 2016 a slight collision occured involving 4 vehicle(s) and  1 casualtie(s).,373557,405804,-2.4005559374561067,53.54819864102339
100175712016,2016-06-27,Jun,Mon,13,Car,Slight,Daylight,Female,0-5,Bolton,At 13:22 on Monday 27 June 2016 a slight collision occured involving 4 vehicle(s) and  2 casualtie(s).,373557,405804,-2.4005559374561067,53.54819864102339
100175712016,2016-06-27,Jun,Mon,13,Car,Slight,Daylight,Male,6-10,Bolton,At 13:22 on Monday 27 June 2016 a slight collision occured involving 4 vehicle(s) and  3 casualtie(s).,373557,405804,-2.4005559374561067,53.54819864102339
100175922016,2016-06-26,Jun,Sun,0,Car,Slight,Dark,Female,0-5,Bolton,At 00:10 on Sunday 26 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,369312,407354,-2.4647732221606717,53.5618982271856
100176512016,2016-06-23,Jun,Thurs,18,Pedestrian,Slight,Daylight,Male,6-10,Bolton,At 18:30 on Thursday 23 June 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370885,407385,-2.4410290775984618,53.56226681828686
100177402016,2016-06-30,Jun,Thurs,20,Car,Slight,Dark,Male,46-55,Bolton,At 20:40 on Thursday 30 June 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371263,409455,-2.435513726212369,53.580892970846556
100177412016,2016-07-05,Jul,Tues,16,Pedestrian,Slight,Daylight,Male,46-55,Bolton,At 16:10 on Tuesday 05 July 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,368943,410172,-2.470625202651879,53.58720459400552
100179902016,2016-07-06,Jul,Wed,14,Taxi,Slight,Daylight,Female,36-45,Bolton,At 14:54 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371196,408466,-2.4364340468431416,53.572000120797085
100180382016,2016-07-04,Jul,Mon,8,Pedestrian,Serious,Dark,Female,11-15,Bolton,At 08:20 on Monday 04 July 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,375320,407773,-2.374105096967059,53.56598246992206
100180392016,2016-06-26,Jun,Sun,11,Pedal Cycle,Serious,Daylight,Male,56-65,Bolton,At 11:05 on Sunday 26 June 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,365888,411380,-2.5169051791073684,53.5978714662726
100181322016,2016-07-05,Jul,Tues,9,Car,Slight,Dark,Male,21-25,Bolton,At 09:18 on Tuesday 05 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372770,407794,-2.412607321552222,53.56604453788278
100181352016,2016-07-06,Jul,Wed,7,Car,Slight,Daylight,Male,46-55,Bolton,At 07:30 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,367422,406818,-2.4932496618701943,53.556966342864264
100181352016,2016-07-06,Jul,Wed,7,Car,Slight,Daylight,Male,46-55,Bolton,At 07:30 on Wednesday 06 July 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,367422,406818,-2.4932496618701943,53.556966342864264
100181792016,2016-07-09,Jul,Sat,17,Pedal Cycle,Slight,Daylight,Male,26-35,Bolton,At 17:45 on Saturday 09 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369866,406717,-2.456348033881436,53.55620507354439
100182682016,2016-07-18,Jul,Mon,13,Pedal Cycle,Slight,Daylight,Male,26-35,Bolton,At 13:10 on Monday 18 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373299,409401,-2.4047583713973295,53.58051566507606
100182752016,2016-07-14,Jul,Thurs,11,Car,Serious,Daylight,Female,46-55,Bolton,At 11:22 on Thursday 14 July 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,374421,404609,-2.387418395244736,53.53750080750259
100183422016,2016-07-12,Jul,Tues,14,Car,Slight,Daylight,Male,26-35,Bolton,At 14:50 on Tuesday 12 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370714,409557,-2.443815118486716,53.58177926013363
100184132016,2016-07-14,Jul,Thurs,11,Car,Slight,Daylight,Male,46-55,Bolton,At 11:35 on Thursday 14 July 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,367050,406153,-2.4987945890707177,53.550966034764215
100185142016,2016-07-19,Jul,Tues,16,Powered 2 Wheeler,Serious,Daylight,Male,56-65,Bolton,At 16:36 on Tuesday 19 July 2016 a serious collision occured involving 3 vehicle(s) and  1 casualtie(s).,373876,413645,-2.3964009027179776,53.61869008721222
100185542016,2016-07-26,Jul,Tues,10,Powered 2 Wheeler,Slight,Dark,Male,16-20,Bolton,At 10:51 on Tuesday 26 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374932,411504,-2.3802642791482627,53.59949852757901
100185542016,2016-07-26,Jul,Tues,10,Car,Slight,Dark,Female,16-20,Bolton,At 10:51 on Tuesday 26 July 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,374932,411504,-2.3802642791482627,53.59949852757901
100185762016,2016-07-21,Jul,Thurs,11,Car,Slight,Daylight,Female,36-45,Bolton,At 11:55 on Thursday 21 July 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372234,407333,-2.4206588113344445,53.56187283542453
100186932016,2016-07-21,Jul,Thurs,12,Pedestrian,Serious,Dark,Male,11-15,Bolton,At 12:38 on Thursday 21 July 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,373387,406047,-2.403142324319353,53.55037412572676
100187122016,2016-08-02,Aug,Tues,15,Car,Slight,Daylight,Female,21-25,Bolton,At 15:20 on Tuesday 02 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,368922,407637,-2.4706891517320075,53.56441879904603
100187122016,2016-08-02,Aug,Tues,15,Car,Slight,Daylight,Female,6-10,Bolton,At 15:20 on Tuesday 02 August 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,368922,407637,-2.4706891517320075,53.56441879904603
100188192016,2016-07-29,Jul,Fri,21,Pedestrian,Slight,Daylight,Male,6-10,Bolton,At 21:12 on Friday 29 July 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372738,405221,-2.4128651351175963,53.542916516449324
100188462016,2016-08-09,Aug,Tues,20,Pedestrian,Serious,Daylight,Male,21-25,Bolton,At 20:54 on Tuesday 09 August 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,372797,410453,-2.4124323569032593,53.58994518015801
100190672016,2016-07-28,Jul,Thurs,14,Car,Slight,Dark,Female,56-65,Bolton,At 14:00 on Thursday 28 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372658,410192,-2.414509219267713,53.5875920422324
100190692016,2016-07-12,Jul,Tues,13,Pedestrian,Slight,Daylight,Male,6-10,Bolton,At 13:05 on Tuesday 12 July 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,370986,409793,-2.4397289258343493,53.58391560909881
100190892016,2016-07-29,Jul,Fri,20,Car,Slight,Daylight,Male,36-45,Bolton,At 20:25 on Friday 29 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370062,407584,-2.453472866172584,53.5640089550067
100191322016,2016-07-28,Jul,Thurs,15,Car,Slight,Daylight,Male,Over 75,Bolton,At 15:54 on Thursday 28 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,366312,406581,-2.509979225064454,53.55476589169314
100192182016,2016-08-04,Aug,Thurs,17,Pedestrian,Slight,Daylight,Female,6-10,Bolton,At 17:00 on Thursday 04 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,372919,410711,-2.410611831223654,53.592270435844235
100192292016,2016-08-05,Aug,Fri,14,Car,Slight,Daylight,Female,46-55,Bolton,At 14:00 on Friday 05 August 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,373556,404764,-2.4004827313928785,53.538850946216314
100193502016,2016-08-08,Aug,Mon,10,Car,Slight,Daylight,Male,56-65,Bolton,At 10:45 on Monday 08 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,366307,406567,-2.5100531808903255,53.55463973820387
100193502016,2016-08-08,Aug,Mon,10,Car,Slight,Daylight,Female,26-35,Bolton,At 10:45 on Monday 08 August 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,366307,406567,-2.5100531808903255,53.55463973820387
100193502016,2016-08-08,Aug,Mon,10,Car,Slight,Daylight,Male,6-10,Bolton,At 10:45 on Monday 08 August 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,366307,406567,-2.5100531808903255,53.55463973820387
100194142016,2016-08-07,Aug,Sun,21,Car,Slight,Dark,Male,21-25,Bolton,At 21:28 on Sunday 07 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,365577,409917,-2.5214421840916015,53.584701776839026
100194142016,2016-08-07,Aug,Sun,21,Car,Slight,Dark,Female,36-45,Bolton,At 21:28 on Sunday 07 August 2016 a slight collision occured involving 1 vehicle(s) and  2 casualtie(s).,365577,409917,-2.5214421840916015,53.584701776839026
100194482016,2016-07-17,Jul,Sun,20,Powered 2 Wheeler,Slight,Daylight,Male,16-20,Bolton,At 20:00 on Sunday 17 July 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372702,409959,-2.4138240896933216,53.58550013116418
100195212016,2016-08-17,Aug,Wed,11,Car,Slight,Daylight,Female,36-45,Bolton,At 11:55 on Wednesday 17 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,373137,409391,-2.4072042524345685,53.58041747681028
100195232016,2016-08-17,Aug,Wed,19,Pedestrian,Slight,Daylight,Female,46-55,Bolton,At 19:14 on Wednesday 17 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371223,408487,-2.436028282303098,53.57219035709416
100195762016,2016-08-18,Aug,Thurs,22,Car,Slight,Dark,Male,16-20,Bolton,At 22:15 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371022,405910,-2.43882353747913,53.54901704637178
100195762016,2016-08-18,Aug,Thurs,22,Car,Slight,Dark,Male,16-20,Bolton,At 22:15 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,371022,405910,-2.43882353747913,53.54901704637178
100195762016,2016-08-18,Aug,Thurs,22,Car,Slight,Dark,Male,36-45,Bolton,At 22:15 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,371022,405910,-2.43882353747913,53.54901704637178
100195762016,2016-08-18,Aug,Thurs,22,Car,Slight,Dark,Male,26-35,Bolton,At 22:15 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  4 casualtie(s).,371022,405910,-2.43882353747913,53.54901704637178
100196182016,2016-08-29,Aug,Mon,21,Taxi,Slight,Dark,Female,11-15,Bolton,At 21:40 on Monday 29 August 2016 a slight collision occured involving 2 vehicle(s) and  3 casualtie(s).,372492,411339,-2.417118377332219,53.59789259001193
100196182016,2016-08-29,Aug,Mon,21,Taxi,Slight,Dark,Female,16-20,Bolton,At 21:40 on Monday 29 August 2016 a slight collision occured involving 2 vehicle(s) and  4 casualtie(s).,372492,411339,-2.417118377332219,53.59789259001193
100196182016,2016-08-29,Aug,Mon,21,Powered 2 Wheeler,Serious,Dark,Male,46-55,Bolton,At 21:40 on Monday 29 August 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,372492,411339,-2.417118377332219,53.59789259001193
100196182016,2016-08-29,Aug,Mon,21,Powered 2 Wheeler,Serious,Dark,Female,46-55,Bolton,At 21:40 on Monday 29 August 2016 a serious collision occured involving 2 vehicle(s) and  2 casualtie(s).,372492,411339,-2.417118377332219,53.59789259001193
100196662016,2016-08-19,Aug,Fri,16,Car,Serious,Dark,Male,26-35,Bolton,At 16:38 on Friday 19 August 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,370610,409049,-2.4453378897982994,53.577207509076906
100196662016,2016-08-19,Aug,Fri,16,Car,Slight,Dark,Male,26-35,Bolton,At 16:38 on Friday 19 August 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,370610,409049,-2.4453378897982994,53.577207509076906
100197142016,2016-08-22,Aug,Mon,13,Pedal Cycle,Slight,Daylight,Male,6-10,Bolton,At 13:42 on Monday 22 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372592,407295,-2.4152508431130952,53.56155018423581
100197972016,2016-08-10,Aug,Wed,15,Pedal Cycle,Slight,Dark,Male,56-65,Bolton,At 15:10 on Wednesday 10 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370635,408560,-2.4449141667024907,53.57281377272806
100199742016,2016-08-18,Aug,Thurs,15,Car,Slight,Dark,Female,26-35,Bolton,At 15:54 on Thursday 18 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,374557,405640,-2.385450642391767,53.54677421204797
100200432016,2016-09-02,Sep,Fri,8,Car,Slight,Daylight,Male,26-35,Bolton,At 08:20 on Friday 02 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372219,406346,-2.42079717170113,53.55300080782998
100200432016,2016-09-02,Sep,Fri,8,Car,Slight,Daylight,Male,56-65,Bolton,At 08:20 on Friday 02 September 2016 a slight collision occured involving 2 vehicle(s) and  2 casualtie(s).,372219,406346,-2.42079717170113,53.55300080782998
100200562016,2016-08-29,Aug,Mon,1,Pedestrian,Slight,Dark,Male,21-25,Bolton,At 01:05 on Monday 29 August 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,371854,409130,-2.426558156662222,53.578004037414
100201862016,2016-09-05,Sep,Mon,15,Other Vehicle,Slight,Dark,Male,46-55,Bolton,At 15:11 on Monday 05 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,369713,407862,-2.458768906393503,53.56648752248752
100203022016,2016-09-09,Sep,Fri,11,Pedestrian,Serious,Daylight,Female,Over 75,Bolton,At 11:14 on Friday 09 September 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,364140,410878,-2.5432582696614396,53.593242506253695
100203902016,2016-08-31,Aug,Wed,12,Car,Serious,Daylight,Female,66-75,Bolton,At 12:56 on Wednesday 31 August 2016 a serious collision occured involving 2 vehicle(s) and  2 casualtie(s).,364203,411072,-2.5423288294380186,53.594990470416185
100203902016,2016-08-31,Aug,Wed,12,Car,Slight,Daylight,Male,21-25,Bolton,At 12:56 on Wednesday 31 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,364203,411072,-2.5423288294380186,53.594990470416185
100204272016,2016-09-04,Sep,Sun,20,Car,Slight,Dark,Male,16-20,Bolton,At 20:30 on Sunday 04 September 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,372600,406976,-2.415101983820467,53.55868340679824
100204432016,2016-09-10,Sep,Sat,16,Pedal Cycle,Slight,Daylight,Male,11-15,Bolton,At 16:25 on Saturday 10 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,372985,410585,-2.409603773490101,53.59114136280026
100204512016,2016-09-10,Sep,Sat,17,Car,Slight,Daylight,Female,21-25,Bolton,At 17:10 on Saturday 10 September 2016 a slight collision occured involving 3 vehicle(s) and  1 casualtie(s).,371966,408770,-2.4248342253669084,53.574774364578886
100205142016,2016-08-19,Aug,Fri,23,Car,Slight,Dark,Male,26-35,Bolton,At 23:55 on Friday 19 August 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,371638,410096,-2.4299084243032443,53.58667478975007
100205152016,2016-09-05,Sep,Mon,7,Pedestrian,Slight,Daylight,Male,66-75,Bolton,At 07:50 on Monday 05 September 2016 a slight collision occured involving 1 vehicle(s) and  1 casualtie(s).,373615,406456,-2.399735867182567,53.55406181821694
100205672016,2016-09-01,Sep,Thurs,8,Car,Slight,Daylight,Male,26-35,Bolton,At 08:05 on Thursday 01 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370119,409420,-2.4527886707867363,53.58051421145861
100205992016,2016-09-14,Sep,Wed,16,Pedestrian,Serious,Daylight,Female,46-55,Bolton,At 16:36 on Wednesday 14 September 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,371568,408885,-2.430855047799908,53.575786481966716
100206192016,2016-09-15,Sep,Thurs,17,Pedestrian,Fatal,Daylight,Male,0-5,Bolton,At 17:23 on Thursday 15 September 2016 a fatal collision occured involving 1 vehicle(s) and  1 casualtie(s).,370315,407039,-2.449601249757655,53.559124903046296
100206322016,2016-09-19,Sep,Mon,15,Powered 2 Wheeler,Serious,Daylight,Male,21-25,Bolton,At 15:53 on Monday 19 September 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,366570,405829,-2.506004298876343,53.54802348236906
100206372016,2016-09-08,Sep,Thurs,9,Pedestrian,Serious,Daylight,Female,66-75,Bolton,At 09:50 on Thursday 08 September 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,365351,407065,-2.5245383406027524,53.559053298494476
100206862016,2016-09-10,Sep,Sat,18,Pedestrian,Serious,Daylight,Female,0-5,Bolton,At 18:35 on Saturday 10 September 2016 a serious collision occured involving 1 vehicle(s) and  1 casualtie(s).,370831,408036,-2.4419053259437598,53.56811502140911
100206892016,2016-09-16,Sep,Fri,9,Car,Slight,Daylight,Male,36-45,Bolton,At 09:50 on Friday 16 September 2016 a slight collision occured involving 2 vehicle(s) and  1 casualtie(s).,370598,409648,-2.4455757589869656,53.58259065327739
100207032016,2016-09-13,Sep,Tues,20,Powered 2 Wheeler,Serious,Dark,Male,26-35,Bolton,At 20:13 on Tuesday 13 September 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,363584,411560,-2.5517379848899933,53.59933376619306
100207462016,2016-09-08,Sep,Thurs,8,Pedal Cycle,Serious,Dark,Female,16-20,Bolton,At 08:30 on Thursday 08 September 2016 a serious collision occured involving 2 vehicle(s) and  1 casualtie(s).,365843,406190,-2.5170154325959397,53.5512211920564
